"","ID","site","location","landscape","replicate","bbspecies","bborgan","kingdom","phylum","order","family","genus","species","plant.species","Abundance","binom.abund","native_exotic","pollination_mode","Flowering_months_duration","start_flowering","growth_form_category","plant_height_m","reference","inflorescence","structural_blossom_class","symmetry","nectar","pollen","oil","sugar.concentration","growth_form_numeric","structural_blossom_numeric","symmetry_numeric"
"3369","02_BEUB_lB","BEUB","BE","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Asparagales","Amaryllidaceae","Allium","carinatum","Allium carinatum",0.0334746745287707,1,"N","biotic",2,7,"herb",0.6,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3370","08_ZHRE_pB","ZHRE","ZH","R","E","B.pascuorum","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.0334689089773176,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3371","34_ZHUC_pL","ZHUC","ZH","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","sp.","Trifolium sp.",0.033462082680026,1,NA,"biotic",NA,NA,"herb",NA,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"3372","26_BSRE_pL_F5","BSRE","BS","R","E","B.pascuorum","L_F5","Viridiplantae","Streptophyta","Fabales","Fabaceae","Fabaceae spc",NA,"Fabaceae sp.",0.0333734295642876,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373","37_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0333392252573185,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3374","04_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0333266159504257,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3375","20_BSUA_pB","BSUA","BS","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.033326193281211,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3376","34_BSRD_lL","BSRD","BS","R","D","B.lapidarius","L","Viridiplantae","Streptophyta","Lamiales","Lamiaceae","Prunella","vulgaris","Prunella vulgaris",0.0333168683625587,1,"N","biotic",4,6,"herb",0.5,NA,"1","gullet","sigomorph",1,1,0,46.46666667,1,2,1
"3377","36_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.03330211383656,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3378","23_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Sapindales","Sapindaceae","Koelreuteria","paniculata","Koelreuteria paniculata",0.0332773983124956,1,"E","biotic",3,5,"tree",7.6,NA,"1","dish_bowl","actinomorph",1,1,0,NA,4,3,2
"3379","10_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Cirsium","vulgare","Cirsium vulgare",0.0332386767002698,1,"N","biotic",3,7,"herb",3,NA,"1","brush","no_symmetry",1,1,0,12024.29,1,7,3
"3380","20_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","alpestre","Trifolium alpestre",0.0331798525339887,1,"N","biotic",3,6,"herb",0.11,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"3381","08_BEUC_lB","BEUC","BE","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Crepis","capillaris","Crepis capillaris",0.0331756756756757,1,"N","biotic",4,6,"herb",1,NA,"1","dish_bowl","actinomorph",1,1,0,134.7,1,3,2
"3382","07_ZHRE_pL","ZHRE","ZH","R","E","B.pascuorum","L","Viridiplantae","Streptophyta","Ericales","Balsaminaceae","Impatiens","glandulifera","Impatiens glandulifera",0.0331716779825412,1,"E","biotic",2,7,"herb",0.2,NA,"1","gullet","sigomorph",1,1,0,60.15,1,2,1
"3383","18_ZHUB_lB","ZHUB","ZH","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0331710588410621,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3384","29_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","jacea","Centaurea jacea",0.0331196717342271,1,"N","biotic",4,6,"herb",1.2,NA,"1","dish_bowl","actinomorph",1,1,0,52.5125,1,3,2
"3385","16_BSUC_lB","BSUC","BS","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Crepis","capillaris","Crepis capillaris",0.0331182377292822,1,"N","biotic",4,6,"herb",1,NA,"1","dish_bowl","actinomorph",1,1,0,134.7,1,3,2
"3386","05_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0330533435147813,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3387","21_BSUB_pB","BSUB","BS","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Symphytum","officinale","Symphytum officinale",0.0329512893982808,1,"N","biotic",4,5,"herb",1.5,NA,"1","tube","actinomorph",1,1,0,NA,1,6,2
"3388","12_BEUC_pL","BEUC","BE","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.032935880277406,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3389","03_BSUC_lB","BSUC","BS","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Malvales","Malvaceae","Tilia","hyrcana","Tilia hyrcana",0.0329109907296176,1,"E","biotic",NA,NA,"tree",NA,NA,"1","dish_bowl","actinomorph",NA,NA,NA,NA,4,3,2
"3390","27_BSUB_lL","BSUB","BS","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","scabiosa","Centaurea scabiosa",0.0329077149313152,1,"N","biotic",3,6,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,55.53333333,1,3,2
"3391","28_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Cichorium","intybus","Cichorium intybus",0.0328609525488727,1,"N","biotic",3,7,"herb",1.2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3392","23_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Lamiales","Lamiaceae","Prunella","vulgaris","Prunella vulgaris",0.0328596693008818,1,"N","biotic",4,6,"herb",0.5,NA,"1","gullet","sigomorph",1,1,0,46.46666667,1,2,1
"3393","04_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Onobrychis","viciifolia","Onobrychis viciifolia",0.0328455415293077,1,"E","biotic",4,5,"herb",0.8,NA,"1","flag","sigomorph",1,1,0,39.525,1,1,1
"3394","11_BSUC_lB","BSUC","BS","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Saxifragales","Crassulaceae","Sedum","pallidum","Sedum pallidum",0.0328391793514229,1,"E","biotic",2,8,"herb",0.1,"hortipedia.com","1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3395","07_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Saxifragales","Crassulaceae","Sedum","rupestre","Sedum rupestre",0.0328257860391536,1,"N","biotic",3,7,"herb",0.3,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3396","11_BEUB_lB_E5","BEUB","BE","U","B","B.lapidarius","B_E5","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0327903293577685,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3397","25_ZHRE_pL","ZHRE","ZH","R","E","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0327194432696374,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3398","04_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.0327192705039005,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3399","22_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0326829467828363,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3400","06_BEUC_pB","BEUC","BE","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Linaria","vulgaris","Linaria vulgaris",0.0326200948549783,1,"N","biotic",4,6,"herb",1.2,NA,"1","gullet","sigomorph",1,1,0,39,1,2,1
"3401","28_ZHUB_pL","ZHUB","ZH","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","sepium","Vicia sepium",0.0326190441316479,1,"N","biotic",4,4,"herb",1,NA,"1","flag","sigomorph",1,1,0,56,1,1,1
"3402","12_ZHRE_lL","ZHRE","ZH","R","E","B.lapidarius","L","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","cyanus","Centaurea cyanus",0.0326178474188928,1,"N","biotic",5,6,"herb",0.8,NA,"1","dish_bowl","actinomorph",1,1,0,56.86666667,1,3,2
"3403","31_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Lamiales","Lamiaceae","Prunella","vulgaris","Prunella vulgaris",0.0326046354435333,1,"N","biotic",4,6,"herb",0.5,NA,"1","gullet","sigomorph",1,1,0,46.46666667,1,2,1
"3404","21_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Ranunculales","Papaveraceae","Papaver","rhoeas","Papaver rhoeas",0.0326031075059979,1,"N","biotic",5,5,"herb",1,NA,"0","dish_bowl","actinomorph",0,1,0,3.92,1,3,2
"3405","12_BSUA_pB","BSUA","BS","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.03260008640553,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3406","36_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Symphytum","officinale","Symphytum officinale",0.0325994102896194,1,"N","biotic",4,5,"herb",1.5,NA,"1","tube","actinomorph",1,1,0,NA,1,6,2
"3407","26_BSRF_lB","BSRF","BS","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Boraginales","Hydrophyllaceae","Phacelia","tanacetifolia","Phacelia tanacetifolia",0.032543018520951,1,"E","biotic",6,5,"herb",0.6,NA,"1","bell_trumpet","actinomorph",1,1,0,28.90769231,1,5,2
"3408","23_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0325210938053934,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3409","25_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Brassicales","Brassicaceae","Raphanus","sativus","Raphanus sativus",0.0325185782075387,1,"E","biotic",4,5,"herb",1,NA,"0","dish_bowl","actinomorph",1,1,0,112.32,1,3,2
"3410","21_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0324578454861896,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3411","08_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Ericales","Balsaminaceae","Impatiens","glandulifera","Impatiens glandulifera",0.0324267247986103,1,"E","biotic",2,7,"herb",0.2,NA,"1","gullet","sigomorph",1,1,0,60.15,1,2,1
"3412","14_BSUC_lB","BSUC","BS","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Lamiales","Lamiaceae","Prunella","vulgaris","Prunella vulgaris",0.0324236882824589,1,"N","biotic",4,6,"herb",0.5,NA,"1","gullet","sigomorph",1,1,0,46.46666667,1,2,1
"3413","17_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0324134439859486,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3414","40_BSUB_pL","BSUB","BS","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0324074074074074,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3415","21_BSUA_pB","BSUA","BS","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Antirrhinum","majus","Antirrhinum majus",0.0323933876063502,1,"N","biotic",3,6,"herb",1.5,NA,"1","gullet","sigomorph",1,1,0,1079.17,1,2,1
"3416","03_BEUC_lB","BEUC","BE","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.0323920509584055,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"3417","34_ZHUC_pB","ZHUC","ZH","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","cracca","Vicia cracca",0.0323455324337767,1,"N","biotic",3,6,"herb",2,NA,"1","flag","sigomorph",1,1,0,28,1,1,1
"3418","16_ZHRE_lL","ZHRE","ZH","R","E","B.lapidarius","L","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","scabiosa","Centaurea scabiosa",0.0323428697669281,1,"N","biotic",3,6,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,55.53333333,1,3,2
"3419","02_BSUB_pB","BSUB","BS","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","sp.","Trifolium sp.",0.0323413196902908,1,NA,"biotic",NA,NA,"herb",NA,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"3420","17_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Plantago","lanceolata","Plantago lanceolata",0.0323072638293922,1,"N","abiotic",6,4,"herb",0.4,NA,"1","brush","no_symmetry",0,1,0,0,1,7,3
"3421","17_ZHUA_pB","ZHUA","ZH","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0322500052049718,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3422","16_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0321982544204766,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3423","18_ZHUB_lB","ZHUB","ZH","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Linaria","vulgaris","Linaria vulgaris",0.0320906087777253,1,"N","biotic",4,6,"herb",1.2,NA,"1","gullet","sigomorph",1,1,0,39,1,2,1
"3424","31_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","sativa","Vicia sativa",0.0320654171260566,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,44,1,1,1
"3425","17_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.0320528377769303,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"3426","04_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0320255192377955,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3427","04_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Borago","officinalis","Borago officinalis",0.0320173366138204,1,"N","biotic",6,5,"herb",0.6,NA,"1","dish_bowl","actinomorph",1,1,0,36.97222222,1,3,2
"3428","15_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0320138083959079,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3429","33_BSRF_lB","BSRF","BS","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0319853869920911,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3430","06_ZHUC_lB","ZHUC","ZH","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0319771465965292,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3431","08_BEUA_pB","BEUA","BE","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0319712015131408,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3432","23_ZHRE_pL","ZHRE","ZH","R","E","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","sativa","Vicia sativa",0.0319698173153296,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,44,1,1,1
"3433","13_BEUC_lB","BEUC","BE","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0319323551355384,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3434","12_BEUC_lB","BEUC","BE","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Scorzoneroides","autumnalis","Scorzoneroides autumnalis",0.0318307473514325,1,"N","abiotic",7,2,"herb",0.5,"infoflora.ch","1","dish_bowl","actinomorph",1,1,0,515.76,1,3,2
"3435","22_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Tagetes","tenuifolia","Tagetes tenuifolia",0.0318082861083875,1,"E","biotic",3,7,"herb",0.8,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3436","31_BSRD_lB","BSRD","BS","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0317833525768867,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3437","15_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0317659429246066,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3438","15_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.031729336488737,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"3439","14_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Solanales","Solanaceae","Solanum","dulcamara","Solanum dulcamara",0.0317082690556289,1,"N","biotic",3,6,"herb",6,NA,"1","bell_trumpet","actinomorph",0,1,0,NA,1,5,2
"3440","29_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0317051724797064,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3441","18_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","sp.","Trifolium sp.",0.0316846598041677,1,NA,"biotic",NA,NA,"herb",NA,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"3442","20_ZHUC_lB","ZHUC","ZH","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0316458140253321,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3443","10_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.0316151550407203,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"3444","04_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.0316093109270724,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"3445","21_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.0315214693472326,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"3446","28_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0315187228065367,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3447","28_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0315178291204944,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3448","04_ZHUB_pL","ZHUB","ZH","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Brassicales","Brassicaceae","Raphanus","sativus","Raphanus sativus",0.0314805473232865,1,"E","biotic",4,5,"herb",1,NA,"0","dish_bowl","actinomorph",1,1,0,112.32,1,3,2
"3449","23_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.0314692710201304,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"3450","37_ZHUB_pB","ZHUB","ZH","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.0314576920148369,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"3451","13_BSRD_pB","BSRD","BS","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Rosales","Rosaceae","Rubus","plicatus","Rubus plicatus",0.0314523008982787,1,"N","biotic",2,4,"shrub",1.2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,2,3,2
"3452","10_BERD_lB","BERD","BE","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.0314451382694023,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"3453","12_ZHUA_pL","ZHUA","ZH","U","A","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","sativa","Vicia sativa",0.0314329925058406,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,44,1,1,1
"3454","13_ZHUC_pB","ZHUC","ZH","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.0314316946816432,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"3455","30_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Malvales","Malvaceae","Tilia","oliveri","Tilia oliveri",0.0314043116945682,1,"E","biotic",3,6,"tree",16,NA,"1","dish_bowl","actinomorph",NA,NA,NA,NA,4,3,2
"3456","09_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","rubens","Trifolium rubens",0.0313841029910972,1,"N","biotic",2,6,"herb",0.6,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"3457","26_ZHUC_pL","ZHUC","ZH","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Solanales","Solanaceae","Petunia","integrifolia","Petunia integrifolia",0.0313531045538427,1,"E","biotic",3,6,"herb",0.5,"staudenfuehrer.de","1","bell_trumpet","actinomorph",1,1,NA,NA,1,5,2
"3458","05_ZHUC_lB","ZHUC","ZH","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Malvales","Malvaceae","Tilia","oliveri","Tilia oliveri",0.031342600075427,1,"E","biotic",3,6,"tree",16,NA,"1","dish_bowl","actinomorph",NA,NA,NA,NA,4,3,2
"3459","29_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.0313189777799578,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"3460","20_BSUB_lL","BSUB","BS","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.0312820420571675,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"3461","33_ZHUC_pB","ZHUC","ZH","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Vicia","sativa","Vicia sativa",0.0312433496488615,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,44,1,1,1
